"RecordNumber","Zipcode","ZipCodeType","City","State","LocationType","Lat","Long","Xaxis","Yaxis","Zaxis","WorldRegion","Country","LocationText","Location","Decommisioned","TaxReturnsFiled","EstimatedPopulation","TotalWages","Notes"
135,"10452","STANDARD","UNIVERSITY HEIGHTS","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","University Heights, NY","NA-US-NY-UNIVERSITY HEIGHTS","false",33517,56277,723508523,
136,"10453","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",34152,57691,699611756,
137,"10454","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",13139,22387,273119576,
138,"10454","STANDARD","MOTT HAVEN","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Mott Haven, NY","NA-US-NY-MOTT HAVEN","false",13139,22387,273119576,
139,"10455","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",14914,25139,325274189,
140,"10455","STANDARD","HUB","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Hub, NY","NA-US-NY-HUB","false",14914,25139,325274189,
141,"10456","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",34793,58750,732907466,
142,"10456","STANDARD","MORRISANIA","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Morrisania, NY","NA-US-NY-MORRISANIA","false",34793,58750,732907466,
143,"10457","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",29023,48779,614273091,
144,"10458","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",29920,50085,693447254,
145,"10459","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",17977,30434,414021653,
146,"10459","STANDARD","BOULEVARD","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Boulevard, NY","NA-US-NY-BOULEVARD","false",17977,30434,414021653,
147,"10459","STANDARD","LONGWOOD","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Longwood, NY","NA-US-NY-LONGWOOD","false",17977,30434,414021653,
148,"10460","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",23466,39507,531807385,
149,"10460","STANDARD","CROTONA PARK","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Crotona Park, NY","NA-US-NY-CROTONA PARK","false",23466,39507,531807385,
150,"10460","STANDARD","WEST FARMS","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","West Farms, NY","NA-US-NY-WEST FARMS","false",23466,39507,531807385,
151,"10461","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",21862,35421,839765651,
152,"10461","STANDARD","MORRIS PARK","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Morris Park, NY","NA-US-NY-MORRIS PARK","false",21862,35421,839765651,
153,"10461","STANDARD","PILGRIM","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Pilgrim, NY","NA-US-NY-PILGRIM","false",21862,35421,839765651,
154,"10461","STANDARD","WESTCHESTER","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Westchester, NY","NA-US-NY-WESTCHESTER","false",21862,35421,839765651,
155,"10462","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",35620,57854,1197519842,
156,"10463","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",31592,50313,1284853119,
157,"10463","STANDARD","RIVERDALE","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Riverdale, NY","NA-US-NY-RIVERDALE","false",31592,50313,1284853119,
158,"10463","STANDARD","SPUYTEN DUYVIL","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Spuyten Duyvil, NY","NA-US-NY-SPUYTEN DUYVIL","false",31592,50313,1284853119,
159,"10464","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",2131,3381,108256016,
160,"10465","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",18686,30798,817052868,
161,"10465","STANDARD","THROGGS NECK","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Throggs Neck, NY","NA-US-NY-THROGGS NECK","false",18686,30798,817052868,
162,"10466","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",29153,47658,924776075,
163,"10466","STANDARD","WAKEFIELD","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Wakefield, NY","NA-US-NY-WAKEFIELD","false",29153,47658,924776075,
164,"10467","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",39540,64907,1114305720,
165,"10467","STANDARD","ALLERTON","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Allerton, NY","NA-US-NY-ALLERTON","false",39540,64907,1114305720,
166,"10467","STANDARD","MOSHOLU","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Mosholu, NY","NA-US-NY-MOSHOLU","false",39540,64907,1114305720,
167,"10467","STANDARD","VAN COTT","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Van Cott, NY","NA-US-NY-VAN COTT","false",39540,64907,1114305720,
168,"10467","STANDARD","WILLIAMSBRIDGE","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Williamsbridge, NY","NA-US-NY-WILLIAMSBRIDGE","false",39540,64907,1114305720,
169,"10468","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",34706,55824,840612915,
170,"10468","STANDARD","JEROME","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Jerome, NY","NA-US-NY-JEROME","false",34706,55824,840612915,
171,"10469","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",28964,47625,1017556583,
172,"10469","STANDARD","BAYCHESTER","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Baychester, NY","NA-US-NY-BAYCHESTER","false",28964,47625,1017556583,
173,"10469","STANDARD","ESPLANADE","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Esplanade, NY","NA-US-NY-ESPLANADE","false",28964,47625,1017556583,
174,"10469","STANDARD","HILLSIDE","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Hillside, NY","NA-US-NY-HILLSIDE","false",28964,47625,1017556583,
175,"10470","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",7000,10880,260963512,
176,"10471","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",9876,15606,623827705,
177,"10471","STANDARD","RIVERDALE","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Riverdale, NY","NA-US-NY-RIVERDALE","false",9876,15606,623827705,
178,"10472","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",26025,43761,630416228,
179,"10473","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",26122,42812,817850845,
180,"10474","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",4369,7377,97578251,
181,"10474","STANDARD","BOULEVARD","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Boulevard, NY","NA-US-NY-BOULEVARD","false",4369,7377,97578251,
182,"10475","STANDARD","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",21124,31659,740068715,
183,"10499","UNIQUE","BRONX","NY","PRIMARY",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Bronx, NY","NA-US-NY-BRONX","false",,,,
184,"10499","UNIQUE","PRIORITY MAIL CTR","NY","NOT ACCEPTABLE",40.84,-73.87,0.21,-0.72,0.65,"NA","US","Priority Mail Ctr, NY","NA-US-NY-PRIORITY MAIL CTR","false",,,,
185,"10001","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",12534,16553,1031960117,
186,"10001","STANDARD","EMPIRE STATE","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Empire State, NY","NA-US-NY-EMPIRE STATE","false",12534,16553,1031960117,
187,"10001","STANDARD","G P O","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","G P O, NY","NA-US-NY-G P O","false",12534,16553,1031960117,
188,"10001","STANDARD","GREELEY SQUARE","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Greeley Square, NY","NA-US-NY-GREELEY SQUARE","false",12534,16553,1031960117,
189,"10001","STANDARD","MACYS FINANCE","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Macys Finance, NY","NA-US-NY-MACYS FINANCE","false",12534,16553,1031960117,
190,"10001","STANDARD","MANHATTAN","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Manhattan, NY","NA-US-NY-MANHATTAN","false",12534,16553,1031960117,
191,"10002","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",45236,70604,1394042364,
192,"10002","STANDARD","KNICKERBOCKER","NY","ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Knickerbocker, NY","NA-US-NY-KNICKERBOCKER","false",45236,70604,1394042364,
193,"10002","STANDARD","MANHATTAN","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Manhattan, NY","NA-US-NY-MANHATTAN","false",45236,70604,1394042364,
194,"10002","STANDARD","NEW YORK CITY","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York City, NY","NA-US-NY-NEW YORK CITY","false",45236,70604,1394042364,
195,"10002","STANDARD","NY","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Ny, NY","NA-US-NY-NY","false",45236,70604,1394042364,
196,"10002","STANDARD","NY CITY","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Ny City, NY","NA-US-NY-NY CITY","false",45236,70604,1394042364,
197,"10002","STANDARD","NYC","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Nyc, NY","NA-US-NY-NYC","false",45236,70604,1394042364,
198,"10003","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",28817,36569,,
199,"10003","STANDARD","COOPER","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Cooper, NY","NA-US-NY-COOPER","false",28817,36569,,
200,"10003","STANDARD","MANHATTAN","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Manhattan, NY","NA-US-NY-MANHATTAN","false",28817,36569,,
201,"10004","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",1967,2909,333623384,
202,"10004","STANDARD","BOWLING GREEN","NY","ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Bowling Green, NY","NA-US-NY-BOWLING GREEN","false",1967,2909,333623384,
203,"10005","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",4697,6293,791578339,
204,"10005","STANDARD","WALL STREET","NY","ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Wall Street, NY","NA-US-NY-WALL STREET","false",4697,6293,791578339,
205,"10005","STANDARD","MANHATTAN","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Manhattan, NY","NA-US-NY-MANHATTAN","false",4697,6293,791578339,
206,"10005","STANDARD","NYC","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Nyc, NY","NA-US-NY-NYC","false",4697,6293,791578339,
207,"10006","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",2236,2849,240075649,
208,"10006","STANDARD","TRINITY","NY","ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Trinity, NY","NA-US-NY-TRINITY","false",2236,2849,240075649,
209,"10006","STANDARD","MANHATTAN","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Manhattan, NY","NA-US-NY-MANHATTAN","false",2236,2849,240075649,
210,"10006","STANDARD","NYC","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Nyc, NY","NA-US-NY-NYC","false",2236,2849,240075649,
211,"10007","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",3551,5396,1143186856,
212,"10007","STANDARD","CHURCH STREET","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Church Street, NY","NA-US-NY-CHURCH STREET","false",3551,5396,1143186856,
213,"10007","STANDARD","MANHATTAN","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Manhattan, NY","NA-US-NY-MANHATTAN","false",3551,5396,1143186856,
214,"10007","STANDARD","NYC","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Nyc, NY","NA-US-NY-NYC","false",3551,5396,1143186856,
215,"10008","PO BOX","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",550,732,27103411,
216,"10008","PO BOX","MANHATTAN","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Manhattan, NY","NA-US-NY-MANHATTAN","false",550,732,27103411,
217,"10008","PO BOX","NYC","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Nyc, NY","NA-US-NY-NYC","false",550,732,27103411,
218,"10009","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",31275,42731,1572036810,
219,"10009","STANDARD","MANHATTAN","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Manhattan, NY","NA-US-NY-MANHATTAN","false",31275,42731,1572036810,
220,"10009","STANDARD","NYC","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Nyc, NY","NA-US-NY-NYC","false",31275,42731,1572036810,
221,"10009","STANDARD","PETER STUYVESANT","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Peter Stuyvesant, NY","NA-US-NY-PETER STUYVESANT","false",31275,42731,1572036810,
222,"10010","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",17401,22785,2084544435,
223,"10010","STANDARD","MADISON SQUARE STA","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Madison Square Sta, NY","NA-US-NY-MADISON SQUARE STA","false",17401,22785,2084544435,
224,"10010","STANDARD","MANHATTAN","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Manhattan, NY","NA-US-NY-MANHATTAN","false",17401,22785,2084544435,
225,"10010","STANDARD","NYC","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Nyc, NY","NA-US-NY-NYC","false",17401,22785,2084544435,
226,"10011","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",30434,38784,1264531973,
227,"10012","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",13415,17738,1529644615,
228,"10012","STANDARD","PRINCE","NY","ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Prince, NY","NA-US-NY-PRINCE","false",13415,17738,1529644615,
229,"10012","STANDARD","MANHATTAN","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Manhattan, NY","NA-US-NY-MANHATTAN","false",13415,17738,1529644615,
230,"10012","STANDARD","NY CITY","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Ny City, NY","NA-US-NY-NY CITY","false",13415,17738,1529644615,
231,"10012","STANDARD","NYC","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Nyc, NY","NA-US-NY-NYC","false",13415,17738,1529644615,
232,"10013","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",15981,24199,450956340,
233,"10013","STANDARD","CANAL STREET","NY","ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Canal Street, NY","NA-US-NY-CANAL STREET","false",15981,24199,450956340,
234,"10013","STANDARD","CHINATOWN","NY","ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Chinatown, NY","NA-US-NY-CHINATOWN","false",15981,24199,450956340,
235,"10013","STANDARD","MANHATTAN","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Manhattan, NY","NA-US-NY-MANHATTAN","false",15981,24199,450956340,
236,"10013","STANDARD","NYC","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Nyc, NY","NA-US-NY-NYC","false",15981,24199,450956340,
237,"10014","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",19374,24292,,
238,"10014","STANDARD","MANHATTAN","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Manhattan, NY","NA-US-NY-MANHATTAN","false",19374,24292,,
239,"10014","STANDARD","NYC","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Nyc, NY","NA-US-NY-NYC","false",19374,24292,,
240,"10016","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",31673,40683,1412438620,
241,"10016","STANDARD","MANHATTAN","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Manhattan, NY","NA-US-NY-MANHATTAN","false",31673,40683,1412438620,
242,"10016","STANDARD","NYC","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Nyc, NY","NA-US-NY-NYC","false",31673,40683,1412438620,
243,"10017","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",15803,19975,1685441363,
244,"10017","STANDARD","GRAND CENTRAL","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Grand Central, NY","NA-US-NY-GRAND CENTRAL","false",15803,19975,1685441363,
245,"10017","STANDARD","MANHATTAN","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Manhattan, NY","NA-US-NY-MANHATTAN","false",15803,19975,1685441363,
246,"10017","STANDARD","NYC","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Nyc, NY","NA-US-NY-NYC","false",15803,19975,1685441363,
247,"10018","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",4416,5928,810026753,
248,"10018","STANDARD","MANHATTAN","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Manhattan, NY","NA-US-NY-MANHATTAN","false",4416,5928,810026753,
249,"10018","STANDARD","NYC","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Nyc, NY","NA-US-NY-NYC","false",4416,5928,810026753,
250,"10019","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",24515,31889,,
251,"10019","STANDARD","MANHATTAN","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Manhattan, NY","NA-US-NY-MANHATTAN","false",24515,31889,,
252,"10019","STANDARD","NYC","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Nyc, NY","NA-US-NY-NYC","false",24515,31889,,
253,"10020","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",1134,1926,207363546,
254,"10020","STANDARD","MANHATTAN","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Manhattan, NY","NA-US-NY-MANHATTAN","false",1134,1926,207363546,
255,"10020","STANDARD","NYC","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Nyc, NY","NA-US-NY-NYC","false",1134,1926,207363546,
256,"10021","STANDARD","NEW YORK","NY","PRIMARY",40.77,-73.95,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",29820,42627,1022024689,
257,"10021","STANDARD","MANHATTAN","NY","NOT ACCEPTABLE",40.77,-73.95,0.20,-0.72,0.65,"NA","US","Manhattan, NY","NA-US-NY-MANHATTAN","false",29820,42627,1022024689,
258,"10021","STANDARD","NYC","NY","NOT ACCEPTABLE",40.77,-73.95,0.20,-0.72,0.65,"NA","US","Nyc, NY","NA-US-NY-NYC","false",29820,42627,1022024689,
259,"10022","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",20815,29014,731534552,
260,"10022","STANDARD","FRANKLIN D ROOSEVELT","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Franklin D Roosevelt, NY","NA-US-NY-FRANKLIN D ROOSEVELT","false",20815,29014,731534552,
261,"10022","STANDARD","MANHATTAN","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Manhattan, NY","NA-US-NY-MANHATTAN","false",20815,29014,731534552,
262,"10022","STANDARD","NYC","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Nyc, NY","NA-US-NY-NYC","false",20815,29014,731534552,
263,"10023","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",34334,48044,1270483799,
264,"10023","STANDARD","MANHATTAN","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Manhattan, NY","NA-US-NY-MANHATTAN","false",34334,48044,1270483799,
265,"10023","STANDARD","NYC","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Nyc, NY","NA-US-NY-NYC","false",34334,48044,1270483799,
266,"10024","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",31925,47261,1108944328,
267,"10024","STANDARD","MANHATTAN","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Manhattan, NY","NA-US-NY-MANHATTAN","false",31925,47261,1108944328,
268,"10024","STANDARD","NYC","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Nyc, NY","NA-US-NY-NYC","false",31925,47261,1108944328,
269,"10024","STANDARD","PLANETARIUM","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Planetarium, NY","NA-US-NY-PLANETARIUM","false",31925,47261,1108944328,
270,"10025","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",47778,70190,1675737238,
271,"10025","STANDARD","MANHATTAN","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Manhattan, NY","NA-US-NY-MANHATTAN","false",47778,70190,1675737238,
272,"10025","STANDARD","NYC","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Nyc, NY","NA-US-NY-NYC","false",47778,70190,1675737238,
273,"10026","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",16054,24221,647150670,
274,"10026","STANDARD","MORNINGSIDE","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Morningside, NY","NA-US-NY-MORNINGSIDE","false",16054,24221,647150670,
275,"10026","STANDARD","NYC","NY","NOT ACCEPTABLE",40.71,-73.99,0.20,-0.72,0.65,"NA","US","Nyc, NY","NA-US-NY-NYC","false",16054,24221,647150670,
276,"10027","STANDARD","NEW YORK","NY","PRIMARY",40.71,-73.99,0.20,-0.72,0.65,"NA","US","New York, NY","NA-US-NY-NEW YORK","false",25372,37948,918919244,
